,Price_Returns,CCUSMA02EZM618N,CPIAUCSL,UNRATE
2012-06-30,-0.004431377626101732,0.7977142857142858,228.524,8.2
2012-07-31,0.005781174684470962,0.8140909090909091,228.59,8.2
2012-08-31,0.0032213184395664023,0.806173913043478,229.918,8.1
2012-09-30,-0.001062945999362367,0.77715,231.015,7.8
2012-10-31,-0.0005109144993069774,0.770608695652174,231.638,7.8
2012-11-30,0.0005298066430500713,0.779227272727273,231.249,7.7
2012-12-31,3.0387356518862818e-05,0.7617619047619051,231.221,7.9
2013-01-31,0.002036084983953151,0.752,231.679,8.0
2013-02-28,-0.001518072786841024,0.74955,232.937,7.7
2013-03-31,-0.0016516824607735348,0.772047619047619,232.282,7.5
2013-04-30,-0.0029188736336097894,0.767772727272727,231.797,7.6
2013-05-31,-0.000347006363739032,0.7707142857142858,231.893,7.5
2013-06-30,0.0011070890619352737,0.758586,232.445,7.5
2013-07-31,0.0023576848235376535,0.764642173913043,232.9,7.3
2013-08-31,0.0033328564828452793,0.7510654545454549,233.456,7.2
2013-09-30,-0.003553776802480957,0.74911619047619,233.544,7.2
2013-10-31,-7.413871787910053e-05,0.733005652173913,233.669,7.2
2013-11-30,0.001671466208519573,0.7413595238095241,234.1,6.9
2013-12-31,-0.00043740923440623486,0.7297122727272729,234.719,6.7
2014-01-31,-0.0007127670750524219,0.73408347826087,235.288,6.6
2014-02-28,0.0004316574576850833,0.731746,235.547,6.7
2014-03-31,-0.0013016828720131175,0.7231647619047621,236.028,6.7
2014-04-30,0.0012396933326887225,0.7240890909090909,236.468,6.2
2014-05-31,0.0002584899490089806,0.728108181818182,236.918,6.3
2014-06-30,0.000821473168780615,0.735575238095238,237.231,6.1
2014-07-31,-0.0025398849841845495,0.7388569565217391,237.498,6.2
2014-08-31,-0.0017342606813513914,0.75092,237.46,6.1
2014-09-30,-0.003099612966358015,0.775189545454545,237.477,5.9
2014-10-31,-0.005018894241699632,0.789044347826087,237.43,5.7
2014-11-30,-0.008041696140322609,0.8013680000000001,236.983,5.8
2014-12-31,-0.011770544063491711,0.812196086956522,236.252,5.6
2015-01-31,-0.007213893605101318,0.8599027272727271,234.747,5.7
2015-02-28,0.01383666836412803,0.8805629999999999,235.342,5.5
2015-03-31,-0.006148870644344051,0.924472727272727,235.976,5.4
2015-04-30,0.008459515125012064,0.924685454545455,236.222,5.4
2015-05-31,-0.0003447137964693148,0.896117142857143,237.001,5.6
2015-06-30,-0.0019157536085580471,0.8915577272727271,237.657,5.3
2015-07-31,-0.005187060482879453,0.908782608695652,238.034,5.2
2015-08-31,-0.004696409172918853,0.8983647619047621,238.033,5.1
2015-09-30,-0.00017128911776553342,0.891428636363636,237.498,5.0
2015-10-31,0.0009556150155170226,0.890323636363636,237.733,5.0
2015-11-30,-0.004152484008276386,0.93277,238.017,5.1
2015-12-31,-0.00779992168386848,0.918451304347826,237.761,5.0
2016-01-31,-0.004155470447039194,0.921767142857143,237.652,4.8
2016-02-29,0.005064876229415071,0.9017023809523812,237.336,4.9
2016-03-31,0.0013634854481235107,0.898522608695652,238.08,5.0
2016-04-30,0.010756885286501776,0.8818176190476189,238.992,5.1
2016-05-31,0.00399620984005253,0.884608181818182,239.557,4.8
2016-06-30,-0.0008574736886051653,0.890281363636364,240.222,4.9
2016-07-31,-0.0075276215847793655,0.9043114285714292,240.101,4.8
2016-08-31,0.007321980063909504,0.89225,240.545,4.9
2016-09-30,0.0006455688951986934,0.891918636363636,241.176,5.0
2016-10-31,-0.0019002319768123064,0.907677142857143,241.741,4.9
2016-11-30,0.0020812869431968747,0.927670454545454,242.026,4.7
2016-12-31,0.007194040504171301,0.948851363636364,242.637,4.7
2017-01-31,0.00036860269765344916,0.940747272727273,243.618,4.7
2017-02-28,-0.0016200189514005536,0.939364,244.006,4.6
2017-03-31,-0.0007896958599978323,0.935317391304348,243.892,4.4
2017-04-30,-0.0027288849660988108,0.9333455,244.193,4.4
2017-05-31,0.00014612063406226967,0.904472173913043,244.004,4.4
2017-06-30,-0.001994204001465398,0.890008181818182,244.163,4.3
2017-07-31,0.004919169604716796,0.8681657142857142,244.243,4.3
2017-08-31,0.0006786944743053814,0.846646956521739,245.183,4.4
2017-09-30,0.003864799196276353,0.83948619047619,246.435,4.3
2017-10-31,0.003412039923081291,0.850687272727273,246.626,4.2
2017-11-30,0.0016872980329414714,0.8517459090909091,247.284,4.2
2017-12-31,0.0026851456791334074,0.845299523809524,247.805,4.1
2018-01-31,0.0007727766005332093,0.8199269565217391,248.859,4.0
2018-02-28,-0.0011696249925465863,0.810291,249.529,4.1
2018-03-31,0.0021783533275651183,0.811034090909091,249.577,4.0
2018-04-30,0.004977169784612245,0.814952857142857,250.227,4.0
2018-05-31,0.0005155766161742271,0.847136956521739,250.792,3.8
2018-06-30,0.0007755723372733014,0.856363333333333,251.018,4.0
2018-07-31,-0.0017714547091008392,0.855792727272727,251.214,3.8
2018-08-31,0.0016913624142410792,0.8658630434782609,251.663,3.8
2018-09-30,0.0037171905502251636,0.8570639999999999,252.182,3.7
2018-10-31,-0.004265297887145093,0.8707708695652171,252.772,3.8
2018-11-30,-0.011456415636955385,0.8799522727272729,252.594,3.8
2018-12-31,-0.007296015530204105,0.8787457142857141,252.767,3.9
2019-01-31,0.009916034446142257,0.87572652173913,252.561,4.0
2019-02-28,0.00213545217436657,0.881373,253.319,3.8
2019-03-31,0.0021654275781973925,0.885216666666667,254.277,3.8
2019-04-30,0.0030658397439166096,0.889998181818182,255.233,3.7
2019-05-31,-0.003363226369170171,0.89389652173913,255.296,3.6
2019-06-30,0.000764729857965768,0.8853465,255.213,3.6
2019-07-31,-0.002059761407070383,0.8917004347826091,255.802,3.7
2019-08-31,-0.0018811021320531745,0.8988809090909091,256.036,3.6
2019-09-30,0.0005872195188539187,0.9084157142857142,256.43,3.5
2019-10-31,-0.0010568759837023762,0.9046469565217392,257.155,3.6
2019-11-30,0.004081829690442917,0.905019047619048,257.879,3.6
2019-12-31,0.0023500098628440854,0.89996,258.63,3.6
2020-01-31,-0.006763895053202363,0.900732608695652,258.906,3.6
2020-02-29,-0.0055446245856128895,0.916945,259.246,3.5
2020-03-31,-0.040373682097979695,0.905850454545455,258.15,4.4
2020-04-30,0.018758634206183566,0.91977,256.126,14.8
2020-05-31,0.03576368167021166,0.9169185714285708,255.848,13.2
2020-06-30,0.009633708443733534,0.888126363636364,257.004,11.0
2020-07-31,0.00162916916463882,0.8716091304347829,258.408,10.2
2020-08-31,0.0024844668995412655,0.8453547619047621,259.366,8.4
2020-09-30,-0.004838502315314136,0.8485795454545451,259.951,7.8
2020-10-31,-0.004339082073225339,0.849596363636364,260.249,6.8
2020-11-30,0.012461157580274388,0.845119523809524,260.895,6.7
2020-12-31,0.004157809458276964,0.82189652173913,262.005,6.7
2021-01-31,0.003942540218536716,0.82172380952381,262.518,6.4
2021-02-28,0.008908986027854681,0.826744,263.583,6.2
2021-03-31,-0.0010113602458095585,0.840463913043478,264.91,6.1
2021-04-30,0.0033618527512546794,0.8360318181818179,266.752,6.1
